,Unnamed: 0,Region,Municipality,Construction Materials,Total Occupied Housing Units,Roof: Galvanized iron/aluminum,Roof: Tile/concrete/clay tile,Roof: Half galvanized iron and half concrete,Roof: Bamboo/cogon/ nipa/anahaw,Roof: Asbestos,Roof:Makeshift/ salvaged/ improvised materials,Roof:Trapal,Roof: Others,Roof: Not Reported,coordinates,Latitude,Longitude,Distance,Material Categories,Elevation
21185,21185,REGION XIII - CARAGA,KAPAI,Glass,,,,,,,,,,,"[8.0736026, 124.3638057]",8.0736026,124.3638057,-23.0,Mixed,597.0
21186,21186,REGION XIII - CARAGA,KAPAI,Makeshift/salvaged/improvised materials,,,,,,,,,,,"[8.0736026, 124.3638057]",8.0736026,124.3638057,-23.0,Makeshift/none,597.0
21187,21187,REGION XIII - CARAGA,KAPAI,Trapal,,,,,,,,,,,"[8.0736026, 124.3638057]",8.0736026,124.3638057,-23.0,Makeshift/none,597.0
21188,21188,REGION XIII - CARAGA,KAPAI,Others,,,,,,,,,,,"[8.0736026, 124.3638057]",8.0736026,124.3638057,-23.0,Others,597.0
21189,21189,REGION XIII - CARAGA,KAPAI,No walls,,,,,,,,,,,"[8.0736026, 124.3638057]",8.0736026,124.3638057,-23.0,Makeshift/none,597.0
21190,21190,REGION XIII - CARAGA,KAPAI,Not Reported,,,,,,,,,,,"[8.0736026, 124.3638057]",8.0736026,124.3638057,-23.0,Not reported,597.0
21191,21191,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Total,3336.0,2775.0,182.0,186.0,190.0,1.0,,,,2.0,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Total,716.0
21192,21192,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Concrete/brick/stone,990.0,805.0,171.0,13.0,1.0,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Concrete,716.0
21193,21193,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Wood,1660.0,1592.0,3.0,49.0,15.0,1.0,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Wood,716.0
21194,21194,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Half concrete/brick/stone and half wood,286.0,156.0,8.0,122.0,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Mixed,716.0
21195,21195,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Galvanized iron/aluminum,51.0,50.0,,1.0,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Metal,716.0
21196,21196,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Bamboo/sawali/cogon/nipa,332.0,160.0,,,172.0,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Traditional,716.0
21197,21197,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Asbestos,1.0,1.0,,,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Makeshift/none,716.0
21198,21198,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Glass,5.0,5.0,,,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Mixed,716.0
21199,21199,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Makeshift/salvaged/improvised materials,,,,,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Makeshift/none,716.0
21200,21200,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Trapal,3.0,1.0,,,2.0,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Makeshift/none,716.0
21201,21201,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Others,1.0,1.0,,,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Others,716.0
21202,21202,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),No walls,,,,,,,,,,,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Makeshift/none,716.0
21203,21203,REGION XIII - CARAGA,LUMBA-BAYABAO (MAGUING),Not Reported,7.0,4.0,,1.0,,,,,,2.0,"[7.8634383, 124.370507]",7.8634383,124.370507,-43.0,Not reported,716.0
21204,21204,REGION XIII - CARAGA,LUMBATAN,Total,2263.0,1996.0,98.0,126.0,43.0,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Total,720.0
21205,21205,REGION XIII - CARAGA,LUMBATAN,Concrete/brick/stone,396.0,319.0,58.0,19.0,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Concrete,720.0
21206,21206,REGION XIII - CARAGA,LUMBATAN,Wood,1168.0,1104.0,11.0,28.0,25.0,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Wood,720.0
21207,21207,REGION XIII - CARAGA,LUMBATAN,Half concrete/brick/stone and half wood,455.0,363.0,28.0,62.0,2.0,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Mixed,720.0
21208,21208,REGION XIII - CARAGA,LUMBATAN,Galvanized iron/aluminum,22.0,19.0,,3.0,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Metal,720.0
21209,21209,REGION XIII - CARAGA,LUMBATAN,Bamboo/sawali/cogon/nipa,212.0,182.0,,14.0,16.0,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Traditional,720.0
21210,21210,REGION XIII - CARAGA,LUMBATAN,Asbestos,,,,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Makeshift/none,720.0
21211,21211,REGION XIII - CARAGA,LUMBATAN,Glass,,,,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Mixed,720.0
21212,21212,REGION XIII - CARAGA,LUMBATAN,Makeshift/salvaged/improvised materials,1.0,1.0,,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Makeshift/none,720.0
21213,21213,REGION XIII - CARAGA,LUMBATAN,Trapal,1.0,1.0,,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Makeshift/none,720.0
21214,21214,REGION XIII - CARAGA,LUMBATAN,Others,,,,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Others,720.0
21215,21215,REGION XIII - CARAGA,LUMBATAN,No walls,,,,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Makeshift/none,720.0
21216,21216,REGION XIII - CARAGA,LUMBATAN,Not Reported,8.0,7.0,1.0,,,,,,,,"[7.7848782, 124.2552241]",7.7848782,124.2552241,-30.0,Not reported,720.0
21217,21217,REGION XIII - CARAGA,MADALUM,Total,3332.0,2725.0,80.0,109.0,409.0,,1.0,8.0,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Total,736.0
21218,21218,REGION XIII - CARAGA,MADALUM,Concrete/brick/stone,458.0,388.0,64.0,5.0,,,,1.0,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Concrete,736.0
21219,21219,REGION XIII - CARAGA,MADALUM,Wood,1770.0,1751.0,8.0,9.0,1.0,,,1.0,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Wood,736.0
21220,21220,REGION XIII - CARAGA,MADALUM,Half concrete/brick/stone and half wood,269.0,172.0,3.0,94.0,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Mixed,736.0
21221,21221,REGION XIII - CARAGA,MADALUM,Galvanized iron/aluminum,19.0,10.0,1.0,1.0,7.0,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Metal,736.0
21222,21222,REGION XIII - CARAGA,MADALUM,Bamboo/sawali/cogon/nipa,695.0,290.0,,,401.0,,,4.0,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Traditional,736.0
21223,21223,REGION XIII - CARAGA,MADALUM,Asbestos,5.0,5.0,,,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Makeshift/none,736.0
21224,21224,REGION XIII - CARAGA,MADALUM,Glass,2.0,2.0,,,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Mixed,736.0
21225,21225,REGION XIII - CARAGA,MADALUM,Makeshift/salvaged/improvised materials,,,,,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Makeshift/none,736.0
21226,21226,REGION XIII - CARAGA,MADALUM,Trapal,4.0,1.0,,,,,1.0,2.0,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Makeshift/none,736.0
21227,21227,REGION XIII - CARAGA,MADALUM,Others,,,,,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Others,736.0
21228,21228,REGION XIII - CARAGA,MADALUM,No walls,,,,,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Makeshift/none,736.0
21229,21229,REGION XIII - CARAGA,MADALUM,Not Reported,110.0,106.0,4.0,,,,,,,,"[7.8540188, 124.1140094]",7.8540188,124.1140094,-25.0,Not reported,736.0
21230,21230,REGION XIII - CARAGA,MADAMBA,Total,2263.0,1812.0,35.0,92.0,324.0,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Total,1132.0
21231,21231,REGION XIII - CARAGA,MADAMBA,Concrete/brick/stone,176.0,132.0,24.0,18.0,2.0,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Concrete,1132.0
21232,21232,REGION XIII - CARAGA,MADAMBA,Wood,1600.0,1307.0,9.0,53.0,231.0,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Wood,1132.0
21233,21233,REGION XIII - CARAGA,MADAMBA,Half concrete/brick/stone and half wood,142.0,133.0,1.0,7.0,1.0,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Mixed,1132.0
21234,21234,REGION XIII - CARAGA,MADAMBA,Galvanized iron/aluminum,9.0,6.0,1.0,2.0,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Metal,1132.0
21235,21235,REGION XIII - CARAGA,MADAMBA,Bamboo/sawali/cogon/nipa,320.0,221.0,,9.0,90.0,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Traditional,1132.0
21236,21236,REGION XIII - CARAGA,MADAMBA,Asbestos,,,,,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Makeshift/none,1132.0
21237,21237,REGION XIII - CARAGA,MADAMBA,Glass,,,,,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Mixed,1132.0
21238,21238,REGION XIII - CARAGA,MADAMBA,Makeshift/salvaged/improvised materials,,,,,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Makeshift/none,1132.0
21239,21239,REGION XIII - CARAGA,MADAMBA,Trapal,,,,,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Makeshift/none,1132.0
21240,21240,REGION XIII - CARAGA,MADAMBA,Others,,,,,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Others,1132.0
21241,21241,REGION XIII - CARAGA,MADAMBA,No walls,,,,,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Makeshift/none,1132.0
21242,21242,REGION XIII - CARAGA,MADAMBA,Not Reported,16.0,13.0,,3.0,,,,,,,"[7.8586245, 124.050886]",7.8586245,124.050886,-23.0,Not reported,1132.0
21243,21243,REGION XIII - CARAGA,MALABANG,Total,6172.0,5108.0,178.0,151.0,359.0,344.0,19.0,,7.0,6.0,"[7.5927798, 124.0686251]",7.5927798,124.0686251,-2.0,Total,11.0
21244,21244,REGION XIII - CARAGA,MALABANG,Concrete/brick/stone,1099.0,891.0,170.0,8.0,1.0,28.0,1.0,,,,"[7.5927798, 124.0686251]",7.5927798,124.0686251,-2.0,Concrete,11.0
21245,21245,REGION XIII - CARAGA,MALABANG,Wood,4007.0,3509.0,6.0,50.0,127.0,308.0,7.0,,,,"[7.5927798, 124.0686251]",7.5927798,124.0686251,-2.0,Wood,11.0
